"j_nr";"report_id";"accounts_expenses_fee_total";"accounts_expenses_accommodation";"accounts_expenses_meals";"accounts_expenses_pr";"accounts_expenses_backline";"accounts_expenses_local_transport";"accounts_expenses_international_transport";"accounts_expenses_other";"accounts_expenses_total";"accounts_income_fee_total";"accounts_income_grants";"accounts_income_funds";"accounts_income_merchandise";"accounts_income_own_contribution";"accounts_income_other";"accounts_income_estimated_total";"accounts_result";"accounts_comments";"evaluation_further_opportunities";"evaluation_artistic_development";"evaluation_satisfaction"
"A-2024-0206";"A-2024-0206-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I meget høj grad";"I meget høj grad";"I høj grad"
"A-2024-0209";"A-2024-0209-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I høj grad";"I meget høj grad";"I høj grad"
"A-2024-0210";"A-2024-0210-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I høj grad";"I meget høj grad";"I meget høj grad"
"A-2024-0211";"A-2024-0211-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I meget høj grad";"I meget høj grad";"I høj grad"
"A-2024-0216";"A-2024-0216-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I meget høj grad";"I meget høj grad";"I meget høj grad"
"A-2024-0219";"A-2024-0219-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I høj grad";"I høj grad";"Ved ikke"
"A-2024-0221";"A-2024-0221-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I høj grad";"I meget høj grad";"I meget høj grad"
"A-2024-0225";"A-2024-0225-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I høj grad";"I meget høj grad";"I høj grad"
"A-2024-0226";"A-2024-0226-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I høj grad";"I meget høj grad";"I meget høj grad"
"A-2024-0227";"A-2024-0227-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I meget høj grad";"I meget høj grad";"I høj grad"
"A-2024-0229";"A-2024-0229-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I meget høj grad";"I meget høj grad";"I meget høj grad"
"A-2024-0233";"A-2024-0233-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I meget høj grad";"I høj grad";"I høj grad"
"A-2024-0244";"A-2024-0244-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I høj grad";"I høj grad";"I meget høj grad"
"A-2024-0250";"A-2024-0250-RE1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I høj grad";"I høj grad";"Ved ikke"
"J-2023-0078";"J-2023-0078-RE1";2650;0;0;1300;0;0;300;0;4250;5500;0;0;0;1000;0;6500;-2250;"-";"I høj grad";"I høj grad";"Ved ikke"
"J-2023-0080";"J-2023-0080-RE1";270000;8000;7938;8000;20000;5634;14244;30000;363816;334000;0;30000;0;0;0;364000;-184;"-";"I høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0081";"J-2023-0081-RE1";13188;0;32181;0;0;0;0;0;45369;32181;0;0;0;0;0;32181;13188;"Overnatning og forplejning er klaret for egne midler.";"I mindre grad";"I høj grad";"I høj grad"
"J-2023-0082";"J-2023-0082-RE1";2643;400;13802;0;900;0;0;0;17745;13802;0;0;0;0;0;13802;3943;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0085";"J-2023-0085-RE1";15000;0;0;0;0;0;6356;0;21356;15000;0;0;0;0;2000;17000;4356;"-";"Ved ikke";"I meget høj grad";"Ved ikke"
"J-2023-0086";"J-2023-0086-RE1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0088";"J-2023-0088-RE1";0;0;0;0;0;0;9360;0;9360;0;0;4000;0;5360;0;9360;0;"Støtte fra international transportstøtte søgt via jazzdanmark.";"I meget høj grad";"I høj grad";"I høj grad"
"J-2023-0092";"J-2023-0092-RE1";39606;11202;0;0;0;0;25239;0;76047;39606;0;0;0;17000;0;56606;19441;"Vi valgte ikke at tage til Austin og Houston pga af to faktorer: Flybilletterne blev simpelthen alt for dyre for os, og jobbene gav ikke det  vi havde ansøgt om og som vi oprindeligt var blevet lovet. Derfor er Austin og Houston taget ud af information om jobs. ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0094";"J-2023-0094-RE1";10000;0;0;0;0;500;5699;0;16199;14000;0;0;0;0;0;14000;2199;"Ruby & Friends besluttede at der ikke var nok støtte til at flyve bandet ind fra Los Angeles, så istedet samlede jeg et lokalt band i København og søger derfor kun støtte til min egen transport fra Los Angeles (hvor jeg bor til dagligt) til Danmark og retur. Jeg fløj til Danmark for dette job, og ankom allerede i april for at forberede og øve op til jobbet samt arbejde på musik her i landet. Jeg flyver retur til LA igen d. 25. juli.  Jeg har korresponderet med Camilla Juul Kjærgaard om denne ændring og hun sagde der kunne gøres en undtagelse. ";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0095";"J-2023-0095-RE1";6306;0;10500;0;0;0;0;0;16806;10500;0;0;0;0;0;10500;6306;"-";"Ved ikke";"Ved ikke";"Ved ikke"
"J-2023-0096";"J-2023-0096-RE1";7401;0;40785;1764;0;0;0;0;49950;46950;0;3000;0;0;0;49950;0;"Fondsbevilling: JazzDanmark";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0097";"J-2023-0097-RE1";12000;7000;3000;0;0;300;2000;0;24300;12000;8218;0;600;0;0;20818;3482;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0098";"J-2023-0098-RE1";7194;0;7500;0;0;0;0;0;14694;7500;0;0;0;4194;3000;14694;0;"-";"I meget høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0099";"J-2023-0099-RE1";36170;1100;7500;0;1200;8749;4248;0;58967;37170;9100;0;0;12697;0;58967;0;"1 International transportstøtte 2.000 Transportstøtte i DK 7.100 Ialt 9.100 2 Egnefinansiering i samarbejde med Global Jazz Explorer Instititue og CJO.";"I høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0100";"J-2023-0100-RE1";16000;0;0;0;0;0;10085;4000;30085;18000;0;0;3500;4585;0;26085;4000;"-";"I høj grad";"Ved ikke";"I høj grad"
"J-2023-0102";"J-2023-0102-RE1";18200;0;0;0;0;0;4336;1600;24136;10000;0;0;0;0;6000;16000;8136;"""Andet""  i indtægter er vores andel af entre indtægten   ""Andet""  i udgift er benzin omkostninger ";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0103";"J-2023-0103-RE1";11900;0;0;0;0;0;0;3393;15293;11900;0;0;0;0;0;11900;3393;"Da vi er kørt i egen bil har vi ikke kvitteringer på billeje etc, men har regnet med statens takst på kr. 2,19 pr km.";"I høj grad";"I mindre grad";"I høj grad"
"J-2023-0105";"J-2023-0105-RE1";2776;3455;5000;7203;0;0;0;0;18434;12500;0;0;1750;0;0;14250;4184;"Der var en del dørgigs i Berlin og Køln og de gav mindre end beregnet, plus at jeg valgte et dyrt hotel. så det blev en underskudsforretning rent økonomisk, tel gengæld har jeg skabt en masse nye kontakter og det kommer til at betale sig på sigt. jeg ser det som en investering.   jeg kunne ikke finde ud af at lave alle mine bilag til en stor pdf. jeg har sendt en mail til Camilla Juul Kjærgaard hvor jeg har vedhæftet alle mine bilag (der er medtaget en taxa til lufthavnen i kbh på 320 kr..men den kan i bare se bort fra for der er bilag for over 6000 kr. tak for denne nye model som er meget nemmere for mig..dog mangler jeg så lige at lære at lave en enkelt pdf. håber ikke i tager det ilde op. ";"I høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0107";"J-2023-0107-RE1";55000;6115;3250;0;0;8420;27256;24600;124641;55000;35000;2500;0;18513;13628;124641;0;"INDTÆGTER: Posten ""Legater""  vedrører 5000kr fra jazzdanmark, 10.000kr fra Dansk kapelmesterforening, og 20.000kr fra Kunst.dk. Posten ""Fondsbevillinger"" vedrører 2500kr fra transportstøtteordningen. Posten ""andet vedrører 13628kr som jeg havde i udlæg til den Brasilianske trommeslager, Celso de Almeidas hustros, flybillet. Vi aftalte at jeg købte to flybilletter og derefter trak udgiften til Celsos hustros billet fra hans honorar. UDGIFTER: Posten ""andet"" vedrører 24.600kr som udgjorde Celso de Almeidas samlede honorar for sin medvirken";"I høj grad";"I høj grad";"Slet ikke"
"J-2023-0113";"J-2023-0113-RE1";3421;0;0;0;0;0;0;0;3421;11000;0;0;0;0;0;11000;-7579;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0115";"J-2023-0115-RE1";99290;0;0;0;0;5600;31002;2260;138152;109152;0;21000;0;0;0;130152;8000;"Fondsbevillinger dækker over Ben Webster Fonden (15000 DKK) & KBH Musikudvalg (6000 DKK) 'Andet' (2260 DKK) dækker over en ekstra håndtaske (180 DKK) på fly fra Barcelona til Berlin & en kalkuleret udgift til Øresundsbroen og kilometerpris på 2,19 DKK (2080 DKK).";"I meget høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0116";"J-2023-0116-RE1";12660;3000;600;0;0;0;3490;0;19750;15550;0;0;0;1685;600;17835;1915;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0117";"J-2023-0117-RE1";11918;0;0;0;0;0;10769;0;22687;11918;0;0;0;0;0;11918;10769;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0118";"J-2023-0118-RE1";80000;2500;2000;25500;1500;400;4771;0;116671;33500;5000;15000;0;40000;4500;98000;18671;"Det er svært at sammenlægge alle musikeres honorarer etc - er ikke sikker på jeg har gjort det korrekt... det havde været enklere kun at angive Flosasons udgifter / indtægter";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0120";"J-2023-0120-RE1";15300;2500;2000;600;1200;400;0;3100;25100;15300;1500;0;0;0;0;16800;8300;"Jeg er i tvivl om jeg skulle angive honorar for alle i de respektive bands - eller bare Kellock";"I høj grad";"Ved ikke";"I høj grad"
"J-2023-0122";"J-2023-0122-RE1";62114;19900;18000;8490;0;0;21190;28911;158605;14000;0;136000;0;0;8605;158605;0;"Under andet er samlet produktions, lokaleleje, scenografi, dokumentation mm.";"I høj grad";"I høj grad";"I mindre grad"
"J-2023-0123";"J-2023-0123-RE1";4742;0;0;2000;0;0;0;0;6742;1000;0;2000;0;3742;0;6742;0;"-";"I høj grad";"I høj grad";"Ved ikke"
"J-2023-0124";"J-2023-0124-RE1";57600;0;0;0;7500;0;19213;0;84313;56250;8825;0;0;10000;0;75075;9238;"4. koncert blev desværre aflyst. ";"I høj grad";"Ved ikke";"I mindre grad"
"J-2023-0125";"J-2023-0125-RE1";14200;4190;500;0;0;0;16101;0;34991;37500;0;0;0;0;0;37500;-2509;"Har medregnet min egen flybillet fra New York til KBH i regnskabet da jeg også søgte om at få min egen billet dækket til vores tourne. Da jeg ikke har fået det fulde beløb jeg søgte om til vil jeg derfor bare fremhæve David Wong's flybillet nedenunder.  David's flybillet er som det fremstår i bilaget på 1285.25 USD, men da han skulle videre og spille i Spanien efter vores tourne, delte mig og arrangørerne i Spanien udgifterne så jeg skulle betale 780 USD for David's flybillet til KBH. I Danske Kroner er det = 5279 DKK  ";"I høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0126";"J-2023-0126-RE1";34108;1897;12147;2000;0;1525;27556;0;79233;34108;0;12665;3500;28960;0;79233;0;" Vi har inkluderet i regnskabet de 3.000 DKK som vi får fra denne søknad.   Vi har også fått støtte fra Norsk Jazzforum til en verdi av 15.000 NOK, dvs ca 9.665 DKK  Til sammen blir det altså 12.665 i fondsbevillinger.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0128";"J-2023-0128-RE1";1000;0;0;0;500;0;2470;0;3970;746;0;0;0;0;0;746;3224;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0129";"J-2023-0129-RE1";2200;0;1000;0;0;400;5006;0;8606;2200;2500;0;100;3806;0;8606;0;"Unfortunately due to dynamic booking manner in the summer period, culture economy crisis in the countries and other reasons a lot of my to-be-confirmed concerts were cancelled last minute and I ended up with one solo show in Lisbon. However it was a fruitful trip, which benefited in new connections and potential collaborations. I list them earlier in this report.  In the field Legater, I am putting the amount granted by JazzDanmark.  Thank you very much!";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0130";"J-2023-0130-RE1";0;2125;0;0;0;0;13577;0;15702;11172;0;0;0;0;0;11172;4530;"Midt i festivalen blev Tel Aviv angrebet og alt blev aflyst. Det var en kamp at komme retur til Danmark, men det lykkedes af få en billet med El Al og SAS fra Tel Aviv via Athen. Min mand var med. Han afholdt selv alle egne omkostninger.  Det endte med rejseomkostninger på et andet niveau end planlagt, men vi er i live og det er det vigtigste.";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0131";"J-2023-0131-RE1";2352;300;0;0;300;0;0;0;2952;2200;0;0;300;0;0;2500;452;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0132";"J-2023-0132-RE1";2813;0;0;0;0;0;0;0;2813;8630;0;0;0;0;0;8630;-5817;"-";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0133";"J-2023-0133-RE1";941514;4000;2000;0;0;0;1000;0;948514;8500;0;0;0;4000;0;12500;936014;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0137";"J-2023-0137-RE1";10000;0;0;0;0;0;7068;0;17068;10000;2450;0;0;118;4500;17068;0;"Indtægter:  Legater: Islandsk rejselegat betalte flybillet mellem Danmark og Island for den ene musiker, som kostede 2450 DKK Indtægten 'Andet' dækker over transportstøtten fra Jazz Danmark (2000 DKK) og fra Tårnby Hovedbibliotek (2500 DKK)  ";"I meget høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0138";"J-2023-0138-RE1";28948;0;30000;12000;0;0;0;17100;88048;57500;10000;0;0;0;0;67500;20548;"Jeg bemærker at budgettet (som I skriver er det, jeg sendte ind med ansøgninen) ovenfor IKKE svarer til det indsendte budget.    Jeg har kun kvittering for vores internationale flybillet. Lokal transport blev betalt af vores promoter og udgifterne trækkes fra i det samlede budget. Jeg fik ikke kvitteringer med hjem for dette.   Tilskuddet på 10.000 kr fra JazzDanmark står under ""legater"" i regnskabet";"I høj grad";"Ved ikke";"I mindre grad"
"J-2023-0140";"J-2023-0140-RE1";0;615;0;0;0;94;3049;0;3758;4875;0;0;0;0;0;4875;-1117;"Den internationale transport er fly cph-Zagreb, Flixbus Zagreb - Trieste, fly/bus trieste - cph.";"I høj grad";"I høj grad";"I meget høj grad"
"J-2023-0141";"J-2023-0141-RE1";15500;3000;2000;1000;375;0;6227;0;28102;15500;8000;0;2000;0;0;25500;2602;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0142";"J-2023-0142-RE1";11105;4281;388;0;0;2585;14940;200;33499;16000;0;7000;0;0;2500;25500;7999;"Fondsbevillinger: Vi har modtaget kr. 7000 fra Ben Websterfonden.  Andet (Indtægter) : Vi forventer Kr. 2500 i national transportstøtte.  Andet (Udgifter) : Parkeringsudgift i Aarhus.  Bob Moses billet Memphis - Kbh. er handlet til $1925,35 kurs 6.960.  Christian Sperings billet er handlet til 2022SEK kurs 0.662.";"Ved ikke";"I høj grad";"Ved ikke"
"J-2023-0143";"J-2023-0143-RE1";10360;1555;2000;0;0;96;6174;0;20185;10360;0;6000;0;3825;0;20185;0;"JazzDanmark: 4000,-  DMFs Kollektive midler: 2000,-   Støtten fra JazzDanmark er regnet med i posten ""Fondsbevillinger"". Jeg beklager hvis den skulle have været holdt udenfor.  ";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0144";"J-2023-0144-RE1";42500;0;0;0;0;4654;10348;0;57502;42500;0;3200;0;7302;0;53002;4500;"Fondsbevilling: Den Nationale Transportstøtteordning, 3.200kr";"I høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0146";"J-2023-0146-RE1";7258;0;8742;0;0;0;0;0;16000;14000;0;0;0;0;0;14000;2000;"-";"Ved ikke";"I høj grad";"I meget høj grad"
"J-2023-0147";"J-2023-0147-RE1";22642;4659;0;0;0;0;17762;0;45063;53950;0;0;0;0;0;53950;-8887;"-";"I meget høj grad";"I høj grad";"I høj grad"
"J-2023-0149";"J-2023-0149-RE1";15000;4860;0;0;0;1098;11022;941;32921;8750;0;20000;0;4171;0;32921;0;"Indtægt - Fondsbevillinger: Aarhus Kommune kr. 5000, DMF kr. 4500, Artistforbundet kr. 3000 og JazzDanmark kr. 7500.  Udgift - ""Andet"" = Erhvervsrejseforsikring kr. 941.";"I meget høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0150";"J-2023-0150-RE1";0;0;6300;0;0;0;9691;0;15991;6900;0;0;0;4091;5000;15991;0;"Andet: indtægt 5000,- transportstøtte fra JazzDanmark jf. journalnr. 2023-0150";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0151";"J-2023-0151-RE1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0152";"J-2023-0152-RE1";139000;26764;13949;11463;5000;9500;6132;115150;326958;10225;45000;193000;0;78733;0;326958;0;"-";"I høj grad";"I høj grad";"Ved ikke"
"J-2023-0153";"J-2023-0153-RE1";3750;0;0;0;0;0;0;1789;5539;3750;0;0;0;0;789;4539;1000;"""Andet"" dækker festivalens bidrag til transport";"Ved ikke";"I høj grad";"I høj grad"
"J-2023-0154";"J-2023-0154-RE1";0;0;3000;0;0;0;7262;0;10262;13726;0;0;0;0;0;13726;-3464;"De 7262 DKK er for min flybillet til Tokyo.  På kvitteringerne fremstår det at det kostede 2064 USD, til DKK 14524.  Det er for både David Wong's og min billet. Derfor er halvdelen af 14524 min billet og dermed de 7262 DKK som jeg beder om støtte til.";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0156";"J-2023-0156-RE1";0;600;2000;0;0;0;3178;0;5778;8936;0;0;0;3244;0;12180;-6402;"-";"I høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0157";"J-2023-0157-RE1";51581;7985;0;14749;13200;0;0;13280;100795;15670;0;46000;3047;13200;257;78174;22621;"fondsbevilling: Asienprojektet. Indtægt Andet: Streaming fee fra PitInn  Udgift andet: Visa, flyers, Kyoko kontorudgifter, leje af merch kasse   Estimater for koncertindtægter var for højt sat. Vi havde regnet med 50% af kapacitet på alle steder, men flere venues var der meget få publikummer (nærmere 10% af kapacitet). Det har påvirket tourens økonomi og har gjort at der ikke er et overskud som kan deles af musikerne.  Vi oplevede en lidt underlig kultur fra nogen af spillestederne. BNP i Ebisu besluttede sig i perioden op til koncerten at de ikke ville tilbyde os et performance fee fordi de mente at vi havde støtte hjemmefra, og det var ""unfair"" at jazzklubber ikke modtager støtte. De tog også 20% af merch.  LifeTime i Shizuoka modregnede udlæg for hotel og aftensmad med koncertindtægter, således at vi ikke fik et honorar for koncerten.  Forplejning blev også på egen regning - vi har sat et estimat på forbrug på ca. 200 kr. pr dag pr. person.";"I meget høj grad";"I høj grad";"I meget høj grad"
"J-2023-0158";"J-2023-0158-RE1";7500;0;0;0;0;0;7337;0;14837;7500;0;3000;0;4337;0;14837;0;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0161";"J-2023-0161-RE1";12000;1000;1000;0;0;0;2439;0;16439;12000;1600;0;0;2839;0;16439;0;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0164";"J-2023-0164-RE1";14461;3100;112035;11750;800;0;0;0;142146;40000;0;13000;0;89146;0;142146;0;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0166";"J-2023-0166-RE1";1976;400;0;1000;1000;0;0;0;4376;1500;1500;0;0;1376;0;4376;0;"the flight include an extra seat to bring my guitar ";"I meget høj grad";"I høj grad";"I meget høj grad"
"J-2023-0167";"J-2023-0167-RE1";27000;3480;0;0;0;0;8533;0;39013;27000;0;0;0;0;0;27000;12013;"Endnu en gang tak for bidrag til nicky wetherells flybillet :) endelig sig til hvis der er noget! Har ik lige prøvet det her før nemlig :) ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0168";"J-2023-0168-RE1";64099;1100;2903;0;0;5198;30000;0;103300;89300;0;14000;0;0;0;103300;0;"Bevilling fra Ben Webster Foundation på 6000 og Jazz Danmark på 8000 kr. ";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0169";"J-2023-0169-RE1";0;0;1000;0;0;0;2044;0;3044;3700;0;0;0;0;0;3700;-656;"Zvolen was the point of access to Banská Stiavnica, this is why the tickets lead there. Local transport from Zvolen to Banská Stiavnica was arranged by n:ear festival organizers.  An additional performance in Berlin was added to the tour as discussed with Camilla Juul Kjærgaard. ";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0170";"J-2023-0170-RE1";0;0;1992;500;0;0;0;0;2492;9692;0;0;600;0;0;10292;-7800;"-";"I høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0173";"J-2023-0173-RE1";0;1500;500;0;0;0;2502;0;4502;4000;0;0;0;0;0;4000;502;"-";"I mindre grad";"I høj grad";"I høj grad"
"J-2023-0174";"J-2023-0174-RE1";6000;0;0;0;0;0;2200;0;8200;10000;0;1500;0;0;0;11500;-3300;"Her er medregnet den bevilgede støtte fra JazzDanmarks internationale pulje.";"Ved ikke";"Ved ikke";"Ved ikke"
"J-2023-0175";"J-2023-0175-RE1";63000;8600;0;0;0;0;6200;0;77800;55000;6000;0;0;0;9100;70100;7700;"Beløbet under international transport er tilskud til Tims flybillet til DK. Dokumentation for hele billetten er vedhæftet. ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0176";"J-2023-0176-RE1";12000;0;0;0;0;0;5495;0;17495;13400;0;0;0;2595;1500;17495;0;"Andet = JazzDanmark International pulje";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0177";"J-2023-0177-RE1";10000;5000;2000;0;0;0;4520;0;21520;10000;0;0;0;5000;0;15000;6520;"-";"Ved ikke";"I høj grad";"I høj grad"
"J-2023-0180";"J-2023-0180-RE1";0;2000;3000;0;0;40;5269;0;10309;6000;0;0;0;0;0;6000;4309;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0181";"J-2023-0181-RE1";68500;5000;3000;0;0;0;27106;500;104106;68500;0;0;0;0;0;68500;35606;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0182";"J-2023-0182-RE1";0;1690;0;0;8936;0;15583;0;26209;39246;0;0;0;0;0;39246;-13037;"-";"I meget høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0183";"J-2023-0183-RE1";18750;0;1000;0;0;0;2723;1400;23873;18750;0;0;0;2400;0;21150;2723;"Andet: Nationale transport anslået 1400, jeg undlod at ansøge om national transportstøtte, da relevante koncerter viste sig at være med gratis adgang for publikum  Det samlede musikerhonorar blev mindre end anslået i budgettet da to af koncerterne var dør deals";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0185";"J-2023-0185-RE1";102508;22000;16000;8000;0;0;80274;0;228782;166485;39000;0;0;0;0;205485;23297;"-";"I høj grad";"I høj grad";"Ved ikke"
"J-2023-0186";"J-2023-0186-RE1";2238;2480;3000;0;0;0;4185;0;11903;10500;0;0;200;0;0;10700;1203;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0187";"J-2023-0187-RE1";30256;1238;1891;0;0;1831;11318;0;46534;30256;0;0;2300;0;0;32556;13978;"Inkluderet i international transport udgifter er kørsel fra Aarhus til Bremen (452,6 km), Bremen til Berlin (407,2 km) og Berlin til København (438,5 km)  - taksten pr kilometer på kr. 2.19 er brugt til udregning af kørselsomkostninger ( 452,6 + 407,2 + 438,5 = 1298,3 km x 2,19 kr  =  kr. 2843,28)  ";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0188";"J-2023-0188-RE1";0;2021;0;0;0;0;2121;0;4142;6319;0;0;0;0;0;6319;-2177;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0189";"J-2023-0189-RE1";0;0;495;0;0;219;2058;0;2772;0;0;0;0;0;0;0;2772;"-";"I høj grad";"I mindre grad";"I høj grad"
"J-2023-0190";"J-2023-0190-RE1";0;1500;3000;0;0;0;0;0;4500;7100;0;0;1500;0;700;9300;-4800;". jeg gav en time til en lokal trommeslager og tjente 700 extra";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0191";"J-2023-0191-RE1";5000;2000;1000;0;0;0;11000;0;19000;4000;0;10000;3000;0;0;17000;2000;"jeg fik heldigvis 10.000 i støtte til musikerhonoraarer af kapelmesterforeningen. ellers havde det været en stor underskudsforretning, men jeg var forberedt på at tabe lidt penge på det da jeg så det som en investering i fremtiden. og der kom mange gode ting ud af den tur, Bala mange nye relationer og kontakter";"I høj grad";"I høj grad";"Ved ikke"
"J-2023-0192";"J-2023-0192-RE1";12970;0;0;0;0;1980;8455;0;23405;14905;0;8500;0;0;0;23405;0;"Fondsbevillinger: JazzDanmark kr. 5.500, Statens Kunstfond Orkesterstøtte: kr. 3.000 ";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0193";"J-2023-0193-RE1";0;5000;2000;0;0;0;0;0;7000;10100;0;0;2500;0;0;12600;-5600;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0195";"J-2023-0195-RE1";0;0;0;656;0;928;1269;0;2853;14490;2000;0;0;0;0;16490;-13637;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0196";"J-2023-0196-RE1";0;0;0;0;0;0;22990;0;22990;36000;0;0;0;5000;0;41000;-18010;"Udgifterne til fly  som vedhæftet i bilagene :  CPH/ Zürich og München/BLL";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0198";"J-2023-0198-RE1";12673;0;0;0;0;0;2942;0;15615;12673;0;0;0;0;0;12673;2942;"regnskabet er udelukkende mine udgifter og intægter ikke de to udenlandske medvirkende musikere";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0199";"J-2023-0199-RE1";163422;30432;4432;0;1866;6740;24767;0;231659;163422;20000;31000;0;44034;0;258456;-26797;"Legater = Kunst.dk ""driftstøtte""  Fondsbevillinger = Dansk Kapelmesterforening som har støttet med 10.000kr, JazzDK har støttet med 10.000kr og Ben Websterfonden har støttet med 11000kr. Som det ses af mit faktiske budget har ""overnatning"" vist sig at være dyrere end først antaget. Jeg har undladt at påføre udgift til billeje, da jeg håber på at kunne dække udgiften ved at søge om national transportstøtte. Kommentar vedr. mine uploadede bilag for udgifter til internationale transportudgifter. Kopi af flybilletten fra Iberia Sao Paulo/kbh vedrører både Celso de Almeida og hans hustro Marilda Almeida. Det er kun udgiften til Celso de Almeidas flybillet jeg har afholdt - altså halvdelen af beløbet. Jeg har blot lagt ud for billetten og derfor står begge deres navne. Kommentar vedrørende de uploadede bilag fra Brussels airlinenes. Bilaget vedr Anders Banke´s billet fremkommer ved at han selv købte sin billet og efterfølgende har jeg refunderet hans udgift.  ";"I meget høj grad";"I meget høj grad";"I høj grad"
